id,name,definition
DOID:0061103,retinitis pigmentosa 76,A retinitis pigmentosa that has_material_basis_in homozygous or compound heterozygous mutation in the POMGNT1 gene on chromosome 1p34.
DOID:0061104,retinitis pigmentosa 96,"A retinitis pigmentosa characterized by difficulty with night vision and progressive visual field constriction beginning as early as the third decade of life, but most patients retain good visual acuity into the seventh decade that has_material_basis_in heterozygous mutation in the SAG gene on chromosome 2q37."
DOID:0061105,retinitis pigmentosa 93,A retinitis pigmentosa characterized by mild to moderate rod-cone dystrophy with onset in the second or third decade of life. Patients have constricted visual fields with macular sparing and show mildly reduced visual acuity with mild to high myopia that has_material_basis_in compound heterozygous mutation in the CC2D2A gene on chromosome 4p15.
DOID:0061106,retinitis pigmentosa 91,"A retinitis pigmentosa characterized by night blindness and constriction of visual fields, with bone-spicule pigmentation, attenuation of retinal vessels, and optic disc pallor on funduscopy that has_material_basis_in heterozygous mutation in the IMPG1 gene on chromosome 6q14."
DOID:0061107,retinitis pigmentosa 92,"A retinitis pigmentosa characterized by relatively mild disease, with onset of night blindness and vision loss in the third to sixth decades of life that has_material_basis_in homozygous mutation in the HKDC1 gene on chromosome 10q22."
DOID:0061108,retinitis pigmentosa 79,A retinitis pigmentosa that has_material_basis_in heterozygous mutation in the HK1 gene on chromosome 10q22.
DOID:0061109,retinitis pigmentosa 98,"A retinitis pigmentosa characterized by onset of night blindness in early childhood, with gradual loss of peripheral vision and later of central vision that has_material_basis_in homozygous or compound heterozygous mutation in the TMEM216 gene on chromosome 11q12."
DOID:0061110,retinitis pigmentosa 97,"A retinitis pigmentosa characterized by onset of night blindness and visual field defects in the first decade of life, with later onset of reduced visual acuity that has_material_basis_in heterozygous mutation in the VWA8 gene on chromosome 13q14."
DOID:0061111,retinitis pigmentosa 80,A retinitis pigmentosa that has_material_basis_in homozygous or compound heterozygous mutation in the IFT140 gene on chromosome 16p13.
DOID:0061112,retinitis pigmentosa 95,"A retinitis pigmentosa characterized by pale optic discs, attenuation of retinal vessels, and atrophy of the retinal pigment epithelium with bone-spicule pigmentation that has_material_basis_in homozygous or compound heterozygous mutation in the RAX2 gene on chromosome 19p13."
DOID:0061113,retinitis pigmentosa 78,"A retinitis pigmentosa characterized by central visual disturbance, visual field defects, and nyctalopia that has_material_basis_in homozygous or compound heterozygous mutation in the ARHGEF18 gene on chromosome 19p13."
DOID:0061114,autosomal recessive intellectual developmental disorder 83,"An autosomal recessive intellectual developmental disorder characterized by global developmental delay with mildly delayed walking (by a few years), mild to moderate intellectual disability, and poor or absent speech that has_material_basis_in homozygous or compound heterozygous mutation in the KICS2 gene on chromosome 12q14."
DOID:0061115,Carey-Fineman-Ziter syndrome 1,"A Carey-Fineman-Ziter syndrome characterized by hypotonia, Moebius sequence (bilateral congenital facial palsy with impairment of ocular abduction), Pierre Robin complex (micrognathia, glossoptosis, and high-arched or cleft palate), delayed motor milestones, and failure to thrive that has_material_basis_in homozygous or compound heterozygous mutation in the MYMK gene on chromosome 9q34."
DOID:0061116,Carey-Fineman-Ziter syndrome 2,"A Carey-Fineman-Ziter syndrome characterized by motor developmental delay, facial weakness, hypotonia, growth restriction, feeding difficulties, and velopharyngeal insufficiency that has_material_basis_inhomozygous mutation in MYMX gene on chromosome 6p21."
DOID:0061117,Perrault syndrome 2,A Perrault syndrome that is characterized by sensorineural deafness in both males and females that has_material_basis_in compound heterozygous mutation in the HARS2 gene on chromosome 5q31.
DOID:0061118,autosomal dominant tubulointerstitial kidney disease 2,An autosomal dominant tubulointerstitial kidney disease characterized by adult onset of impaired renal function and salt wasting resulting in chronic renal insufficiency and end-stage renal failure by the sixth decade that has_material_basis_in eterozygous mutation in the MUC1 gene on chromosome 1q22.
DOID:0061119,autosomal dominant tubulointerstitial kidney disease 4,An autosomal dominant tubulointerstitial kidney disease characterized by early-onset anemia and increased serum uric acid with a bland urinalysis and without proteinuria that has_material_basis_in heterozygous mutation in the renin gene on chromosome 1q32.
DOID:0061120,autosomal dominant tubulointerstitial kidney disease 5,An autosomal dominant tubulointerstitial kidney disease characterized by the onset of progressive chronic renal disease in the first decades of life that has_material_basis_in heterozygous mutation in the SEC61A1 gene on chromosome 3q21.
DOID:0061121,autosomal dominant tubulointerstitial kidney disease 6,An autosomal dominant tubulointerstitial kidney disease characterized by the onset of slowly progressive chronic renal failure beginning in mid-to-late adulthood that has_material_basis_in heterozygous mutation in the APOA4 gene on chromosome 11q23.
DOID:0061122,autosomal dominant tubulointerstitial kidney disease 1,"An autosomal dominant tubulointerstitial kidney disease characterized by elevated serum uric acid (hyperuricemia) due to low fractional excretion of uric acid, defective urinary concentrating ability, 'bland' urinary sediment, and progression to end-stage renal failure that has_material_basis_in heterozygous mutation in the gene encoding uromodulin on chromosome 16p12."
DOID:0061123,visceral heterotaxy 14,A visceral heterotaxy that has_material_basis_in homozygous or compound heterozygous mutation in the C1ORF127 gene on chromosome 1p36.
DOID:0061124,autosomal recessive nonsyndromic deafness 125,An autosomal recessive nonsyndromic deafness characterized by congenital nonsyndromic sensorineural hearing loss hat has_material_basis_in homozygous mutation in the GAS2 gene on chromosome 11p14.
DOID:0061125,immunodeficiency 131,"A primary immunodeficiency disease that is characterized by low IgM, IgG, and IgA serum levels, low plasma cell counts, abnormal T-cell subsets, and early graying of hair that has_material_basis_in heterozygous or homozygous mutation in the IRF4 gene on chromosome 6p25."
DOID:0061126,Brunet-Wagner neurodevelopmental syndrome,An autosomal recessive intellectual developmental disorder characterized by infantile hypotonia and severely impaired development affecting both motor and cognitive skills that has_material_basis_in homozygous or compound heterozygous mutation in the RBL2 gene on chromosome 16q12.
DOID:0061127,retinitis pigmentosa 99,A retinitis pigmentosa that has_material_basis_in mutation in the RLBP1 gene on chromosome 15q26.1.
DOID:0061128,mucopolysaccharidosis X,"A mucopolysaccharidos characterized by childhood-onset disorder associated with disproportionate short-trunk short stature and skeletal, cardiac, and ophthalmologic abnormalities that has_material_basis_in homozygous or compound heterozygous mutation in the ARSK gene, which encodes arylsulfatase K, on chromosome 5q15."
DOID:0061129,intellectual developmental disorder with dysmorphic facies and behavioral abnormalities,An autosomal dominant intellectual developmental disorder that has_material_basis_in heterozygous mutation in FBXO11 gene on chromosome 2p16.
DOID:0061130,autosomal recessive limb-girdle muscular dystrophy type 28,An autosomal recessive limb-girdle muscular dystrophy characterized by progressive muscle weakness affecting the proximal and axial muscles of the upper and lower limbs that has_material_basis_in homozygous or compound heterozygous mutation in the HMGCR gene on chromosome 5q13.
DOID:0061131,autosomal recessive limb-girdle muscular dystrophy type 26,An autosomal recessive limb-girdle muscular dystrophy characterized by adult-onset weakness that primarily affects the proximal muscles of the lower limbs that has_material_basis_in homozygous mutation in the POPDC3 gene on chromosome 6q21.
DOID:0061132,autosomal recessive limb-girdle muscular dystrophy type 23,An autosomal recessive limb-girdle muscular dystrophy characterized by slowly progressive proximal muscle weakness primarily affecting the lower limbs and resulting in gait difficulties that has_material_basis_in y homozygous or compound heterozygous mutation in the LAMA2 gene on chromosome 6q22.
DOID:0061133,autosomal recessive limb-girdle muscular dystrophy type 27,An autosomal recessive limb-girdle muscular dystrophy characterized by progressive muscle weakness primarily affecting the lower limbs and resulting in walking difficulty or loss of ambulation that has_material_basis_in homozygous or compound heterozygous mutation in the JAG2 gene on chromosome 14q32.
DOID:0061134,autosomal recessive limb-girdle muscular dystrophy type 29,"An autosomal recessive limb-girdle muscular dystrophy characterized by onset of muscle weakness predominantly affecting the proximal lower limbs, although upper limb involvement also occurs that has_material_basis_in homozygous or compound heterozygous mutation in the SNUPN gene on chromosome 15q24."
DOID:0061135,infantile hypercalcemia 2,A hypercalcemia that has_material_basis_in homozygous or compound heterozygous mutation in the SLC34A1 gene on chromosome 5q35.
DOID:0061136,infantile hypercalcemia 1,A hypercalcemia that has_material_basis_in homozygous or compound heterozygous mutation in the CYP24A1 gene on chromosome 20q13.
DOID:0061137,spinocerebellar ataxia 27B,"An autosomal dominant cerebellar ataxia that is characterized by the onset of gait and appendicular ataxia in adulthood, usually around age 55 (range 30 to late eighties) and has_material_basis_in heterozygous GAA(n) trinucleotide repeat expansion in the FGF14 gene on chromosome 13q33."
DOID:0061138,complex cortical dysplasia with other brain malformations 9,A complex cortical dysplasia with other brain malformations characterized by profoundly impaired motor and cognitive development apparent from early infancy that has_material_basis_in homozygous mutation in the CTNNA2 gene on chromosome 2p12.
DOID:0061139,coronary atherosclerosis,An atherosclerosis of the coronary vasculature.
DOID:0061140,ragopathy,"A syndrome that has_material_basis_in mutations in heterodimeric Ras-related small GTP-binding proteins (Rag-GTPases), which bind mTORC1 in an amino acid-dependent manner and serve as crucial regulators of its kinase activity towards various substrates."
DOID:0061141,complex cortical dysplasia with other brain malformations 12,"A complex cortical dysplasia with other brain malformations characterized by severe to profound neurodevelopmental delay with absent speech, central hypotonia, peripheral spasticity, cortical visual impairment, and dysmorphic craniofacial features that has_material_basis_in homozygous or compound heterozygous mutations in the CAMSAP1 gene on chromosome 9q34."
DOID:0061142,complex cortical dysplasia with other brain malformations 11,A complex cortical dysplasia with other brain malformations characterized by dilated ventricles and reduced white matter and associated with axonal developmental defects that has_material_basis_in homozygous or compound heterozygous mutation in the KIF26A gene on chromosome 14q32.
DOID:0061143,complex cortical dysplasia with other brain malformations 10,"A complex cortical dysplasia with other brain malformations characterized by severely impaired global development associated with abnormalities on brain imaging, including lissencephaly, cortical dysplasia, subcortical heterotopia, and paucity of white matter that has_material_basis_in homozygous or compound heterozygous mutation in the APC2 gene on chromosome 19p13."
DOID:0061144,complex cortical dysplasia with other brain malformations 13,A complex cortical dysplasia with other brain malformations characterized by global developmental delay with impaired intellectual development that has_material_basis_in heterozygous mutation in the DYNC1H1 gene on chromosome 14q32.
DOID:0061145,monilethrix 1,A hair disease that is characterized by beading of the hair shaft caused by periodic constrictions and that has_material_basis_in heterozygous mutation in the hair cortex keratin gene KRT86 on chromosome 12q13.
DOID:0061146,Pan-Chung-Bellen syndrome,"A syndromic intellectual disability characterized by developmental delay, impaired intellectual development, dysmorphic features, and congenital anomalies in cardiovascular, skeletal, gastrointestinal, renal, and urogenital systems that has_material_basis_in heterozygous mutation in the FRY-like transcription coactivator gene on chromosome 4p11."
DOID:0061147,neurodevelopmental disorder with or without autism or seizures,"An autosomal dominant intellectual developmental disorder characterized by global developmental delay apparent in infancy, impaired intellectual development, and speech delay. Some patients develop seizures, and may show regression after onset of seizures that has_material_basis_in heterozygous mutation in the CUL3 gene on chromosome 2q36."
DOID:0061148,hereditary congenital ptosis 2,A hereditary congenital ptosis that has_material_basis_in linkage to the X chromosome.
DOID:0061149,hereditary congenital ptosis 1,A hereditary congenital ptosis that has_material_basis_in autosomal dominant inheritance.
DOID:0061150,familial isolated hypoparathyroidism 1,"A familial isolated hypoparathyroidism that has_material_basis_in heterozygous, homozygous, or compound heterozygous mutation in the parathyroid hormone PTH gene on chromosome 11p15."
DOID:0061151,familial isolated hypoparathyroidism 2,A familial isolated hypoparathyroidism that has_material_basis_in homozygous mutation in the glial cells missing transcription factor-2 GCM2 gene on chromosome 6p24. Some patients have been reported with heterozygous mutations in the GCM2 gene.
DOID:0061152,monilethrix 2,"A hair disease that is characterized by a 'beaded' appearance of affected hairs on microscopy, caused by elliptical nodes of normal thickness alternating with narrow, dystrophic constrictions and that has_material_basis_in heterozygous mutation in the KRT81 gene on chromosome 12q13."
DOID:0061153,monilethrix 3,A hair disease that is characterized by periodic narrowing ('beading') along the hair shaft visible on microscopy and that has_material_basis_in heterozygous mutation in the KRT83 gene on chromosome 12q13.
DOID:0061154,Mulvihill-Smith syndrome,"A progeroid syndrome that is characterized by premature aging, multiple pigmented nevi, lack of facial subcutaneous fat, microcephaly, short stature, sensorineural hearing loss, and impaired intellectual development."
DOID:0061155,kyphomelic dysplasia,"A bone remodeling disease characterized by bowing of the limbs, primarily affecting the femurs that has_material_basis_in homozygous mutation in the CCN2 gene  on chromosome 6q23."
DOID:0061156,CASGID syndrome,"A syndrome characterized by an elevated glutamate to glutamine ratio and impaired intellectual development with the variable features of infantile cataract, skin abnormalities, seizures, and progressive spastic quadriplegia that has_material_basis_in heterozygous mutation in the GLS gene, which encodes glutaminase, on chromosome 2q32."
DOID:0061157,retinopathy sensory neuropathy syndrome,"A syndrome characterized by progressive visual impairment due to retinopathy (usually retinitis pigmentosa) and progressive sensory neuropathy resulting in distal sensory loss of various modalities (vibration, proprioception, pain) that has_material_basis_inhomozygous or compound heterozygous mutation in the FLVCR1 gene on chromosome 1q32."
DOID:0061158,Kariminejad neurodevelopmental syndrome,"An autosomal recessive intellectual developmental disorder characterized by global developmental delay with delayed walking by a few years, speech delay, and impaired intellectual development that has_material_basis_in homozygous mutation in the RBSN gene on chromosome 3p25."
DOID:0061159,infantile onset multisystem autoimmune disease,An autoimmune disease characterized by systemic autoimmune manifestations with infantile onset.
DOID:0061160,infantile onset multisystem autoimmune disease 1,An infantile onset multisystem autoimmune disease characterized by early childhood onset of a spectrum of autoimmune disorders affecting multiple organs that has_material_basis_in heterozygous gain of function mutation in the STAT3 gene on chromosome 17q21.
DOID:0061161,infantile onset multisystem autoimmune disease 2,An infantile onset multisystem autoimmune disease that has_material_basis_in compound heterozygous mutation in the ZAP70 gene on chromosome 2q12.
DOID:0061162,infantile onset multisystem autoimmune disease 3,An infantile onset multisystem autoimmune disease characterized by the onset of various systemic autoimmune manifestations in the first months or years of life that has_material_basis_in homozygous mutation in the CBLB gene on chromosome 3q13.
DOID:0061163,infantile onset multisystem autoimmune disease 4,An infantile onset multisystem autoimmune disease characterized by onset of various autoimmune diseases in early childhood that has_material_basis_in homozygous mutation in the PDCD1 gene on chromosome 2q37.
DOID:0061164,infantile onset multisystem autoimmune disease 5,An infantile onset multisystem autoimmune disease characterized predominantly by neonatal-onset type 1 diabetes mellitus due to complete insulin deficiency that has_material_basis_in homozygous mutation in the PDL1 gene on chromosome 9p24.
DOID:0061165,proximal renal tubular acidosis,A renal tubular transport disease characterized by an inability of the distal tubule to generate a sufficiently large hydrogen ion gradient between blood and tubular fluid.
DOID:0061166,autosomal recessive distal renal tubular acidosis 3 with or without sensorineural hearing loss,"A renal tubular transport disease characterized by the failure of the kidney to produce an appropriately acid urine in the presence of systemic metabolic acidosis or after acid loading, due to failure of hydrogen ion secretion or bicarbonate reabsorption in the distal nephron that has_material_basis_in  homozygous mutation in the ATP6N1B gene on chromosome 7q34."
DOID:0061167,autosomal recessive proximal renal tubular acidosis,A renal tubular transport disease characterized by an isolated defect in the proximal tubule leading to the decreased reabsorption of bicarbonate and consequentially to urinary bicarbonate wastage.
DOID:0061168,mitochondrial axonal Charcot-Marie-Tooth disease,"A Charcot-Marie-Tooth disease characterized by onset of distal muscle weakness and atrophy mainly affecting the lower limbs and resulting in difficulty walking in the second decade of life, although both earlier and later onset can occur that has_material_basis_in mutation in the MTTV gene, which is encoded by the mitochondrial genome."
DOID:0061169,"autosomal dominant autoinflammation, panniculitis, and dermatosis syndrome","An autoinflammation, panniculitis, and dermatosis syndrome characterized by the onset of autoinflammatory features in infancy, including fever, aseptic skin lesions, panniculitis, and poor wound healing that has_material_basis_in heterozygous dominant-negative mutation in the OTULIN gene on chromosome 5p15."
DOID:0061170,"autoinflammation, panniculitis, and dermatosis syndrome","An autoinflammatory disease characterized by neonatal or infantile onset of systemic inflammation, fever, panniculitis, aseptic skin lesions, leukocytosis, neutrophilia, and elevated inflammatory markers, including C-reactive protein, with no overt primary immunodeficiency that has_material_basis_in mutation in the OTULIN gene on chromosome 5p15, that encodes a deubiquitinase with linear linkage specificity."
DOID:0061171,immunodeficiency 130 with HPV-related verrucosis,"A primary immunodeficiency disease that is characterized mainly by the onset of warts and verrucous or plaque-like skin lesions associated with HPV infection, usually in the first 3 decades of life and that has_material_basis_in homozygous mutation in the IL7 gene on chromosome 8q21."
DOID:0061172,transient neonatal diabetes mellitus 3,A transient neonatal diabetes mellitus that has_material_basis_in heterozygous mutation in the KCNJ11 gene on chromosome 11p15.
DOID:0061173,transient neonatal diabetes mellitus 1,"A transient neonatal diabetes mellitus that has_material_basis_in overexpression of the paternal allele of the imprinted locus at chromosome 6q24, which contains only 2 expressed genes, PLAGL1 and HYMAI."
DOID:0061174,transient neonatal diabetes mellitus 2,A transient neonatal diabetes mellitus that has_material_basis_in  heterozygous mutation in the ABCC8 gene on chromosome 11p15.
DOID:0061175,Gollop-Wolfgang complex,"A physical disorder characterized by bifurcation of the femur with ipsilateral tibial aplasia and split hand and monodactyly of the feet, resulting in severe and complex limb deformities."
DOID:0061176,developmental and epileptic encephalopathy 118,"A developmental and epileptic encephalopathy characterized by early-onset refractory epilepsy, severe global developmental delay usually with absent speech, hypotonia evolving to spastic quadriparesis, nystagmus, cortical visual impairment, and hematologic abnormalities that has_material_basis_in heterozygous mutation in the TMEM63B gene on chromosome 6p21."
DOID:0061177,X-linked spermatogenic failure 9,A spermatogenic failure that is characterized by male infertility due to nonobstructive azoospermia resulting from maturation arrest that has_material_basis_in hemizygous mutation in the RBBP7 gene on chromosome Xp22.
DOID:0061178,autosomal recessive congenital nystagmus 8,A congenital nystagmus that has_material_basis_in mutation in the FRMD7 gene on chromosome Xq26.2.
DOID:0061179,Adams-Oliver syndrome 3,An Adams-Oliver syndrome that has_material_basis_in heterozygous mutation in the RBPJ gene  on chromosome 4p15.
DOID:0061180,familial hypercholanemia 3,"A steroid inherited metabolic disorder characterized by onset of symptoms, including jaundice and failure to thrive, in early infancy that has_material_basis_in homozygous or compound heterozygous mutation in the BAAT gene on chromosome 9q31."
DOID:0061181,familial hypercholanemia 1,"A steroid inherited metabolic disorder characterized by elevated concentrations of bile acids (usually conjugated), itching, and fat malabsorption, leading to poor overall growth and deficiencies of fat-soluble vitamins that has_material_basis_in homozygous mutation in the TJP2 gene on chromosome 9q21."
DOID:0061182,familial hypercholanemia 2,A steroid inherited metabolic disorder characterized by persistently increased plasma levels of conjugated bile salts apparent from infancy that has_material_basis_in homozygous or compound heterozygous mutation in the SLC10A1 gene on chromosome 14q24.
DOID:0061183,"myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis 1","A muscular disease characterized by the onset of muscle cramping and stiffness on exertion in infancy or early childhood, although later (even adult) onset has also been reported that has_material_basis_in homozygous or compound heterozygous mutation in the MLIP gene on chromosome 6p12."
DOID:0061184,"myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis 2","A muscular disease characterized by myalgia, muscle cramps, exercise intolerance, and increased serum creatine kinase with onset between the first and fourth decades of life that has_material_basis_in heterozygous mutation in the DTNA gene on chromosome 18q12."
DOID:0061185,"autoinflammatory syndrome with cytopenia, hyperzincemia, and hypercalprotectinemia","A vitamin metabolic disorder characterized by recurrent infections, hepatosplenomegaly, anemia (unresponsive to iron supplementation) and chronic systemic inflammation in the presence of high plasma concentrations of zinc and calprotectin that has_material_basis_in heterozygous mutation in the PSTPIP1 gene on chromosome 15q24."
DOID:0061186,long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,"A lipid metabolism disorder characterized by early-onset cardiomyopathy, hypoglycemia, neuropathy, and pigmentary retinopathy, and sudden death  that has_material_basis_in homozygous or compound heterozygous mutations in the gene encoding long-chain hydroxyacyl-CoA dehydrogenase. The effect of the mutation on enzyme activity results solely from a deficiency in long-chain 3-hydroxyacyl-CoA dehydrogenase."
DOID:0061187,multiple familial trichoepithelioma 1,A facial dermatosis that has_material_basis_in heterozygous mutation in the CYLD gene  on chromosome 16q12.
DOID:0061188,autosomal recessive sensory neuropathy with spastic paraplegia,A hereditary sensory neuropathy that has_material_basis_in homozygous mutation in the CCT5 gene.
DOID:0061189,neuronal ceroid lipofuscinosis 15,A neuronal ceroid lipofuscinosis that is characterized by severe global developmental delay apparent in infancy or early childhood and that has_material_basis_in heterozygous mutation in the CLCN6 gene on chromosome 1p36.
DOID:0061190,ReNU syndrome,"An autosomal dominant intellectual developmental disorder characterized by hypotonia, global developmental delay, severely impaired intellectual development with poor or absent speech, delayed walking or inability to walk, feeding difficulties with poor overall growth, seizures (in most), dysmorphic facial features, and brain anomalies, including ventriculomegaly, thin corpus callosum, and progressive white matter loss that has_material_basis_in heterozygous mutation in the RNU4-2 gene on chromosome 12q24."
DOID:0061191,neonatal nephrocutaneous inflammatory syndrome,"An autoinflammatory disease characterized by intrauterine growth retardation and premature birth, fragile infection-prone skin, and nephromegaly with tubular dysfunction that has_material_basis_in mutation in homozygous or compound heterozygous mutation in the EGFR gene on chromosome 7p11."
DOID:0061192,neonatal inflammatory skin and bowel disease 1,An autoinflammatory disease that has_material_basis_in homozygous mutation in the ADAM17 gene on chromosome 2p25.
DOID:0061193,nephrotic syndrome type 26,A familial nephrotic syndrome characterized by onset of proteinuria in the first months or years of life that has_material_basis_in homozygous or compound heterozygous mutation in the LAMA5 gene on chromosome 20q13.
DOID:0061194,nephrotic syndrome type 24,"A familial nephrotic syndrome characterized by onset of proteinuria and hypoalbuminemia in early childhood, although onset in the second decade has been reported. that has_material_basis_in homozygous or compound heterozygous mutation in the DAAM2 gene on chromosome 6p21."
DOID:0061195,proximal renal tubular acidosis-ocular anomaly syndrome,A renal tubular acidosis characterized by a decreased renal HCO3- threshold  that has_material_basis_in homozygous mutation in the SLC4A4 gene on chromosome 4q13.
DOID:0061196,Mietens syndrome,"A syndrome that is characterized by corneal opacity, nystagmus, strabismus, flexion contracture of the elbows with dislocation of the head of the radius and abnormally short ulnae and radii."
DOID:0061197,BCARD syndrome,"A connective tissue disease characterized by bone abnormalities, including low bone mineral density, scoliosis, contractures of the fingers and other joints, prominent knees, and rare pathologic fractures; cataract and other ocular abnormalities, including high myopia, optically empty vitreous, and risk for retinal detachment; risk of arterial rupture due to vascular aneurysm or dissection; and sensorineural deafness that has_material_basis_in homozygous or compound heterozygous mutation in the PLOD3 gene on chromosome 7q22."
DOID:0061198,Bethlem myopathy 1A,A Bethlem myopathy that has_material_basis_in heterozygous mutation in the COL6A1 gene on chromosome 21q22.
DOID:0061199,Bethlem myopathy 1B,"A Bethlem myopathy that has_material_basis_in heterozygous, compound heterozygous, or homozygous mutation in the COL6A2 gene on chromosome 21q22."
DOID:0061200,Bethlem myopathy 1C,"A Bethlem myopathy that has_material_basis_in heterozygous, compound heterozygous, or homozygous mutation in the COL6A3 gene on chromosome 2q37."
DOID:0061201,Bethlem myopathy 2,"A Bethlem myopathy characterized by congenital hypotonia, myopathy and delayed motor development with eventual ambulation that has_material_basis_in heterozygous mutation in the COL12A1 gene on chromosome 6q."
DOID:0061202,congenital muscular dystrophy with rapid progression,"A congenital muscular dystrophy characterized by hypotonia and poor feeding apparent in infancy, delayed motor development with poor head control and inability to sit or walk, progressive weakness and lethargy, and respiratory insufficiency that has_material_basis_in homozygous or compound heterozygous mutation in the BET1 gene on chromosome 7q21."
DOID:0061203,maple syrup urine disease type IA,"A maple syrup urine disease characterized by mental and physical retardation, feeding problems, and a maple syrup odor to the urine that has_material_basis_in homozygous or compound heterozygous mutation in the BCKDHA gene, which encodes the E1-alpha subunit of the branched-chain alpha-keto acid dehydrogenase complex (BCKDC), on chromosome 19q13."
DOID:0061204,dihydrolipoamide dehydrogenase deficiency,"A maple syrup urine disease characterized biochemically by a combined deficiency of the branched-chain alpha-keto acid dehydrogenase complex (BCKDC), pyruvate dehydrogenase complex (PDC), and alpha-ketoglutarate dehydrogenase complex (KGDC) and that has_material_basis_in homozygous or compound heterozygous mutation in the DLD gene on chromosome 7q31."
DOID:0061205,mild variant of maple syrup urine disease,A maple syrup urine disease characterized by increased plasma levels of branched-chain amino acids (BCAA) apparent at birth that has_material_basis_in homozygous mutation in the PPM1K gene on chromosome 4q22.
DOID:0061206,maple syrup urine disease type IB,"A maple syrup urine disease that is characterized by mental and physical retardation, feeding problems, and a maple syrup odor to the urine and that has_material_basis_in homozygous or compound heterozygous mutation in the BCKDHB gene, which encodes a subunit of the branched-chain alpha-keto acid dehydrogenase complex (BCKDC), on chromosome 6q14."
DOID:0061207,maple syrup urine disease type II,"A maple syrup urine disease that has_material_basis_in homozygous or compound heterozygous mutation in the DBT gene, which encodes a subunit of the branched-chain alpha-keto acid dehydrogenase complex (BCKDC), on chromosome 1p21."
DOID:0061208,epidermolytic hyperkeratosis 2B,"An epidermolytic hyperkeratosis that is characterized by generalized erythema, erosions, scaling, and easily breaking blisters that become less frequent later in life, while hyperkeratosis increases that has_material_basis_in homozygous mutation in the KRT10 geneon chromosome 17q21."
DOID:0061209,branchiootic syndrome 1,A branchiootic syndrome that has_material_basis_in heterozygous mutation in the EYA1 gene on chromosome 8q13.
DOID:0061210,branchiootic syndrome 3,A branchiootic syndrome that has_material_basis_in heterozygous mutation in the SIX1 gene on chromosome 14q23.
DOID:0061211,Lafora disease 2,"A Lafora disease that has_material_basis_in homozygous or compound heterozygous mutation in the NHLRC1 gene, which encodes malin, on chromosome 6p22."
DOID:0061212,hypocholesteremia,A disease of metabolism characterized by resence of abnormally low (hypo-) levels of cholesterol in the blood (-emia).
DOID:0061213,telomere biology disorder,A genetic disease that is characterized by telomeres that are longer or shorter than usual.
DOID:0061214,biliary obstruction,A  bile duct disease characterized by an impairment of bile flow from the liver to the small intestine due to blockage of the biliary duct system.
DOID:0061215,hepatic fibrosis,A liver disease that is characterized by an excessive accumulation of extracellular matrix proteins that results in the development of scar tissue due to chronic inflammation or damage.
DOID:0061216,pheochromocytoma/paraganglioma syndrome 1,"A paraganglioma characterized by the development of neuroendocrine tumors, usually in adulthood that has material_basis_in heterozygous mutation in the SDHD gene."
DOID:0061217,pheochromocytoma/paraganglioma syndrome 2,"A paraganglioma characterized by the development of neuroendocrine tumors, usually in adulthood that has material_basis_in heterozygous mutation in the SDHAF2 gene."
DOID:0061218,pheochromocytoma/paraganglioma syndrome 3,"A paraganglioma characterized by the development of neuroendocrine tumors, usually in adulthood that has material_basis_in heterozygous mutation in the SDHC gene."
DOID:0061219,pheochromocytoma/paraganglioma syndrome 4,"A paraganglioma characterized by the development of neuroendocrine tumors, usually in adulthood that has material_basis_in heterozygous mutation in the SDHB gene, which encodes the iron sulfur subunit of succinate dehydrogenase, on chromosome 1p36."
DOID:0061220,pheochromocytoma/paraganglioma syndrome 5,"A paraganglioma characterized by the development of neuroendocrine tumors, usually in adulthood that has material_basis_in heterozygous mutation in the SDHA gene on chromosome 5p15."
DOID:0061221,pheochromocytoma/paraganglioma syndrome 6,"A paraganglioma characterized by the development of neuroendocrine neoplasms, known as paragangliomas that has material_basis_in heterozygous mutation in the SLC25A11 gene on chromosome 17p13."
DOID:0061222,pheochromocytoma/paraganglioma syndrome 7,"A paraganglioma characterized by the development of neuroendocrine neoplasms, known as paragangliomas that has material_basis_in heterozygous mutation in the DLST gene on chromosome 14q24."
DOID:0061223,epidermolytic hyperkeratosis 2A,"An epidermolytic hyperkeratosis that is characterized by blistering, keratoderma, and erythroderma that has_material_basis_in heterozygous or homozygous mutation in the keratin-10 gene on chromosome 17q21."
DOID:0070634,sitosterolemia 1,A sitosterolemia that has_material_basis_in homozygous or compound heterozygous mutation in the ABCG8 gene on chromosome 2p21.
DOID:0070635,cardiovascular-kidney-metabolic syndrome,"A syndrome characterized by multiorgan dysfunction and a high rate of adverse cardiovascular outcomes arising from the interconnection between cardiovascular disease, chronic kidney disease, and metabolic risk factors associated with diabetes and obesity."
DOID:0070636,mirror movements 1,"A congenital mirror movement disorder characterized by mirror movements and/or agenesis of the corpus callosum that has_material_basis_in heterozygous mutation in the DCC gene on chromosome 18q21, with incomplete penetrance."
DOID:0070637,mirror movements 2,A congenital mirror movement disorder that has_material_basis_in heterozygous mutation in the RAD51 gene on chromosome 15q15.
DOID:0070638,mirror movements 4,A congenital mirror movement disorder that has_material_basis_in heterozygous mutation in the NTN1 gene on chromosome 17p13.
