id,name,definition
DOID:0070536,"neurodevelopmental disorder with hypotonia, language delay, and skeletal defects with or without seizures","An autosomal dominant intellectual developmental disorder characterized by behavioral abnormalities and developmental delay ranging from mild-to-moderate impaired intellectual development with expressive language delay to severly impaired intellectual development, severe hypotonia with delayed walking or inability to walk, and poor or absent speech that has_material_basis_in heterozygous mutation in the CACNA1C gene on chromosome 12p13.33."
DOID:0070537,"spastic tetraplegia, thin corpus callosum, and progressive microcephaly","An autosomal recessive intellectual developmental disorder characterized by neonatal or infantile onset of spastic tetraplegia, thin corpus callosum, progressive microcephaly, and severely impaired global development that has_material_basis_in homozygous or compound heterozygous mutation in the SLC1A4 gene on chromosome 2p14."
DOID:0070538,syndromic X-linked intellectual developmental disorder bain type,"A syndromic X-linked syndromic intellectual disability characterized by delayed psychomotor development, impaired intellectual development with behavioral abnormalities, and musculoskeletal and growth abnormalities that has_material_basis_in heterozygous mutation in the HNRNPH2 gene on chromosome Xq22.1."
DOID:0070539,Halperin-Birk syndrome,"A syndrome characterized by structural brain defects, spastic quadriplegia with multiple contractures, profound developmental delay, seizures, dysmorphism, cataract, and optic nerve atrophy that has_material_basis_in homozygous mutation in the SEC31A gene on chromosome 4q21.22."
DOID:0070540,mitochondrial short-chain enoyl-CoA hydratase 1 deficiency,"A mitochondrial metabolism disease characterized by a spectrum of phenotypes including delayed psychomotor development, neurodegeneration, increased lactic acid, brain lesions in the basal ganglia, and dystonia that has material basis in homozygous or compound heterozygous mutation in the ECHS1 gene on chromosome 10q26.3."
DOID:0070541,3-hydroxy-3-methylglutaryl-CoA lyase deficiency,"An amino acid metabolic disorder characterized by metabolic acidosis without ketonuria, hypoglycemia, and a characteristic pattern of elevated urinary organic acid metabolites, including 3-hydroxy-3-methylglutaric, 3-methylglutaric, and 3-hydroxyisovaleric acids that has_material_basis_in homozygous or compound heterozygous mutation in the HMGCL gene on chromosome 1p36.11."
DOID:0070542,neurodevelopmental disorder with spastic paraplegia and microcephaly,"An amino acid metabolic disorder characterized delayed psychomotor development with delayed walking, moderately to severely impaired intellectual development, and poor or absent speech that has_material_basis_in homozygous or compound heterozygous mutation in the GPT2 gene on chromosome 16q11.2. Postnatal microcephaly and spastic paraplegia are also common."
DOID:0070543,"neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities","An mitochondrial metabolism disease characterized by global neurodevelopmental delay, severely impaired intellectual development, poor overall growth, spasticity of the lower limbs resulting in gait difficulties, and progressive hypertrophic cardiomyopathy or cardiac developmental anomalies that has_material_basis_in homozygous or compound heterozygous mutation in the SHMT2 gene on chromosome 12q13.3."
DOID:0070544,congenital glutamine deficiency,"An amino acid metabolic disorder characterized by onset at birth of encephalopathy, lack of normal development, seizures, and hypotonia associated with variable brain abnormalities that has_material_basis_in homozygous mutation in the GLUL gene on chromosome 1q25.3."
DOID:0070545,developmental and epileptic encephalopathy 116,"A developmental and epileptic encephalopathy characterized by severe developmental delay, seizures, and white matter abnormalities but normal plasma and cerebrospinal fluid biochemistry that has_material_basis_in heterozygous mutation in the GLUL gene on chromosome 1q25.3."
DOID:0070546,primary pigmented nodular adrenocortical disease 1,A primary pigmented nodular adrenocortical disease that has_material_basis_in heterozygous mutation in the PRKAR1A gene on chromosome 17q24.2.
DOID:0070547,primary pigmented nodular adrenocortical disease 2,A primary pigmented nodular adrenocortical disease that has_material_basis_in heterozygous mutation in the PDE11A gene on chromosome 2q31.2.
DOID:0070548,primary pigmented nodular adrenocortical disease 3,A primary pigmented nodular adrenocortical disease that has_material_basis_in heterozygous mutation in the PDE8B gene on chromosome 5q13.3.
DOID:0070549,primary pigmented nodular adrenocortical disease 4,A primary pigmented nodular adrenocortical disease that has_material_basis_in duplication on chromosome 19p13 that includes the PRKACA gene.
DOID:0070550,KRT1-related nonepidermolytic palmoplantar keratoderma,A nonepidermolytic palmoplantar keratoderma that has_material_basis_in heterozygous mutation in the KRT1 gene on chromosome 12q13.13.
DOID:0070551,epidermolytic palmoplantar keratoderma 2,An epidermolytic palmoplantar keratoderma that has_material_basis_in heterozygous mutation in the KRT1 gene on chromosome 12q13.13.
DOID:0070552,epidermolytic palmoplantar keratoderma 1,An epidermolytic palmoplantar keratoderma that has_material_basis_in heterozygous mutation in the KRT9 gene on chromosome 17q12.2.
DOID:0070553,focal palmoplantar and gingival keratosis,"A palmoplantar keratosis characterized by hyperkeratosis on the weight-bearing areas of the soles, pressure-related areas of the palms, and the labial- and lingual-attached gingiva."
DOID:0070554,palmoplantar keratoderma and woolly hair,"A nonepidermolytic palmoplantar keratoderma characterized by striate palmoplantar keratoderma, sparse and woolly hair, leukonychia, and the absence of cardiomyopathy symptoms or findings on echocardiography and electrocardiogram that has_material_basis_in homozygous mutation in the KANK2 gene on chromosome 19p13.2."
DOID:0070555,Nagashima-type palmoplantar keratosis,"A nonepidermolytic palmoplantar keratoderma characterized by mild, well-demarcated, diffuse erythematous hyperkeratosis that is nonprogressive after the second decade of life which extends onto the dorsal surfaces of the palms and feet and the Achilles tendon area, with a high frequency of hyperhidrosis on the palms and soles and without flexion contractures or constricting bands that has_material_basis_in homozygous or compound heterozygous mutation in the SERPINB7 gene on chromosome 18q21.33."
DOID:0070556,"cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome 1","A cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome that has_material_basis_in homozygous or compound heterozygous mutation in the VLDLR gene, which encodes the very low density lipoprotein receptor, on chromosome 9p24.2."
DOID:0070557,"cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome 2","A cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome that has_material_basis_in homozygous mutation in the WDR81 gene on chromosome 17p13.3."
DOID:0070558,autosomal recessive spinocerebellar ataxia 34,An autosomal recessive cerebellar ataxia that has_material_basis_in homozygous mutation in the CA8 gene on chromosome 8q12.1.
DOID:0070559,"cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome 4","A cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome that has_material_basis_in homozygous or compound heterozygous mutation in the ATP8A2 gene on chromosome 13q12.13."
DOID:0070560,glucose transporter type 1 deficiency syndrome,A glucose metabolism disease characterized by deficient glucose transport over the blood-brain barrier and reduced glucose availability in the central nervous system that has_material_basis_in mutation in the SLC2A1 on chromosome 1p34.2.
DOID:0070561,glucose transporter type 1 deficiency syndrome 1,"A glucose transporter type 1 deficiency syndrome characterized by infantile-onset epileptic encephalopathy associated with delayed development, acquired microcephaly, and complex movement disorders."
DOID:0070562,Fanconi-Bickel syndrome,"A glucose metabolism disease characterized by hepatorenal glycogen accumulation, proximal renal tubular dysfunction, and impaired utilization of glucose and galactose that has_material_basis_in homozygous or compound heterozygous mutations in the SLC2A2 gene on chromosome 3q26.2."
DOID:0070563,glucose-galactose malabsorption,"A glucose metabolism disease characterized by a defect in glucose and galactose transport across the intestinal brush border, resulting in neonatal onset of life-threatening watery diarrhea and dehydration, that has_material_basis_in homozygous mutation in the SLC5A1 gene on chromosome 22q12.3."
DOID:0070564,dialysis disequilibrium syndrome,"A syndrome that occurs during or after hemodialysis, or rarely continuous renal replacement therapy, characterized by variable, primarily neurological symptoms including headache, nausea, blurred vision, restlessness, confusion, dizziness, muscle cramps, intraocular pressure and, in severe cases, seizures, somnolence, stupor, or coma."
DOID:0070565,spermatogenic failure 66,A spermatogenic failure characterized by total globozoospermia that has_material_basis_in homozygous mutation in the ZPBP gene on chromosome 7p12.2.
DOID:0070566,spermatogenic failure 67,A spermatogenic failure characterized by globozoospermia that has_material_basis_in homozygous mutation in the CCDC62 gene on chromosome 12q24.31.
DOID:0070567,spermatogenic failure 68,A spermatogenic failure characterized by partial globozoospermia that has_material_basis_in homozygous mutation in the C2CD6 gene on chromosome 2q33.1.
DOID:0070568,spermatogenic failure 69,A spermatogenic failure characterized by partial globozoospermia that has_material_basis_in homozygous mutation in the GGN on chromosome 19q13.2.
DOID:0070569,spermatogenic failure 70,A spermatogenic failure characterized by azoospermia or sperm immotility and necrozoospermia that has_material_basis_in homozygous mutation in the PDHA2 gene on chromosome 4q22.3.
DOID:0070570,spermatogenic failure 71,A spermatogenic failure characterized by nonobstructive azoospermia that has_material_basis_in homozygous mutation in the ZSWIM7 gene on chromosome 17p12.
DOID:0070571,spermatogenic failure 72,"A spermatogenic failure characterized by multiple morphologic abnormalities of the sperm flagella, resulting in lack of sperm motility, that has_material_basis_in homozygous mutation in the WDR19 gene on chromosome 4p14."
DOID:0070572,spermatogenic failure 73,A spermatogenic failure characterized by nonobstructive azoospermia due to meiotic arrest that has_material_basis_in homozygous or compound heterozygous mutation in the MOV10L1 gene on chromosome 22q13.33.
DOID:0070573,spermatogenic failure 74,A spermatogenic failure characterized by nonobstructive azoospermia due to complete meiotic arrest at the spermatocyte zygotene or pachytene stage that has_material_basis_in homozygous mutation in the MSH5 gene on chromosome 6p21.33.
DOID:0070574,spermatogenic failure 75,A spermatogenic failure characterized by nonobstructive azoospermia resulting from maturation arrest at the spermatocyte stage that has_material_basis_in homozygous or compound heterozygous mutation in the SHOC1 gene on chromosome 9q31.3.
DOID:0070575,spermatogenic failure 76,A spermatogenic failure characterized by oligoasthenoteratozoospermia that has_material_basis_in homozygous mutation in the CCDC34 gene on chromosome 11p14.1.
DOID:0070576,spermatogenic failure 77,A spermatogenic failure characterized by extreme oligozoospermia or azoospermia that has_material_basis_in homozygous or compound heterozygous mutation in the FKBP6 gene on chromosome 7q11.23.
DOID:0070577,spermatogenic failure 78,A spermatogenic failure characterized by sperm with abnormal acrosome structure due to a manchette assembly defect that has_material_basis_in homozygous mutation in the IQCN gene on chromosome 19p13.11.
DOID:0070578,spermatogenic failure 79,A spermatogenic failure characterized by an abnormal acrosome reaction and impaired membrane potential after capacitation that has_material_basis_in homozygous mutation in the KCNU1 gene on chromosome 8p11.23.
DOID:0070579,spermatogenic failure 80,"A spermatogenic failure characterized by multiple morphologic abnormalities of the sperm flagella, resulting in reduced or absent progressive sperm motility, that has_material_basis_in homozygous mutation in the DRC1 gene on chromosome 2p23.3."
DOID:0070580,spermatogenic failure 81,A spermatogenic failure characterized by oligoasthenoteratozoospermia with acrosomal hypoplasia and detachment of the acrosome from the sperm head that has_material_basis_in homozygous or compound heterozygous mutation in the TEKT3 gene on chromosome 17p12.
DOID:0070581,spermatogenic failure 82,A spermatogenic failure characterized by multiple morphologic abnormalities of the sperm flagella that has_material_basis_in homozygous mutation in the AKAP3 gene on chromosome 12p13.32.
DOID:0070582,spermatogenic failure 83,A spermatogenic failure characterized by asthenozoospermia and multiple flagella morphological defects due to loss in the inner dynein arms that has_material_basis_in homozygous mutation in the DNALI1 gene on chromosome 1p34.3.
DOID:0070583,spermatogenic failure 84,"A spermatogenic failure characterized by multiple morphologic abnormalities of the sperm flagella, resulting in severely reduced motility, that has_material_basis_in homozygous or compound heterozygous mutation in the CFAP61 gene on chromosome 20p11.23."
DOID:0070584,spermatogenic failure 85,A spermatogenic failure characterized by globozoospermia and reduced progressive motility that has_material_basis_in homozygous mutation in the SPACA1 gene on chromosome 6q15.
DOID:0070585,spermatogenic failure 86,"A spermatogenic failure characterized by acrosomal defects of the spermatozoa, resulting in oocyte activation deficiency and fertilization failure, that has_material_basis_in homozygous or compound heterozygous mutation in the ACTL7A gene on chromosome 9q31.3."
DOID:0070586,spermatogenic failure 87,A spermatogenic failure characterized by total fertilization failure due to inability of mutant sperm to penetrate the zona pellucida that has_material_basis_in homozygous mutation in the ACR gene on chromosome 22q13.33.
DOID:0070587,spermatogenic failure 88,A spermatogenic failure characterized by nonobstructive azoospermia due to prepachytene meiotic arrest of sperm that has_material_basis_in homozygous or compound heterozygous mutation in the KASH5 gene on chromosome 19q13.33.
DOID:0070588,spermatogenic failure 89,A spermatogenic failure characterized by severely reduced progressive motility of sperm that has_material_basis_in homozygous or compound heterozygous mutation in the AK9 gene on chromosome 6q21.
DOID:0070589,spermatogenic failure 90,A spermatogenic failure characterized by asthenozoospermia that has_material_basis_in homozygous or compound heterozygous mutation in the ARMC12 gene on chromosome 6p21.31.
DOID:0070590,spermatogenic failure 91,"A spermatogenic failure characterized by teratozoospermia, consisting of a misshapen rounded sperm head and detachment of the acrosome, and sperm that fail to attach to the zona pellucida that has_material_basis_in homozygous or compound heterozygous mutation in the CCIN gene on chromosome 9p13.3."
DOID:0070591,spermatogenic failure 92,A spermatogenic failure characterized by asthenozoospermia that has_material_basis_in homozygous mutation in the LRRC23 gene on chromosome 12p13.31.
DOID:0070592,spermatogenic failure 93,A spermatogenic failure characterized by nonosbtructive azoospermia or multiple morphologic abnormalities of the sperm flagella and markedly reduced progressive sperm motility that has_material_basis_in homozygous mutation in the STK33 gene on chromosome 11p15.4.
DOID:0070593,spermatogenic failure 94,A spermatogenic failure characterized by multiple morphologic abnormalities of the sperm flagella and markedly reduced progressive sperm motility that has_material_basis_in homozygous mutation in the CCDC146 gene on chromosome 7q11.23.
DOID:0070594,spermatogenic failure 95,A spermatogenic failure characterized by multiple morphologic abnormalities of the sperm flagella and markedly reduced progressive sperm motility that has_material_basis_in  homozygous mutation in the CFAP57 gene on chromosome 1p34.2.
DOID:0070595,X-linked spermatogenic failure 4,A spermatogenic failure characterized by azoospermia or oligoasthenoteratozoospermia that has_material_basis_in hemizygous mutation in the GCNA gene on chromosome Xq13.1.
DOID:0070596,X-linked spermatogenic failure 5,A spermatogenic failure characterized by asthenoteratozoospermia with multiple morphologic abnormalities of the sperm flagella that has_material_basis_in hemizygous mutation in the SSX1 gene on chromosome Xp11.23.
DOID:0070597,X-linked spermatogenic failure 6,A spermatogenic failure characterized by asthenoteratozoospermia with multiple morphologic abnormalities of the sperm flagella that has_material_basis_in hemizygous mutation in the USP26 gene on chromosome Xq26.2.
DOID:0070598,X-linked spermatogenic failure 7,"A spermatogenic failure characterized by sperm with insufficient individualization, excessive residual cytoplasm, acrosome defects, and abnormalities of the head and flagella, resulting in significantly reduced sperm concentration and progressive motility, that has_material_basis_in hemizygous mutation in the CT55 gene on chromosome Xq26.3."
DOID:0070599,X-linked spermatogenic failure 8,"A spermatogenic failure characterized by sperm with head and midpiece defects, deformed and detached acrosomes, and markedly reduced progressive motility that has_material_basis_in hemizygous mutation in the CYLC1 gene on chromosome Xq21.1."
DOID:0070600,intellectual disability and myopathy syndrome,"A syndrome characterized by global developmental delay with mildly impaired intellectual development, hypotonia, muscle weakness and fatigue, and abnormalities in brain white matter that has_material_basis in homozygous or compound heterozygous mutation in the ABCC9 on chromosome 12p12."
DOID:0070601,autosomal dominant nonsyndromic deafness 37,An autosomal dominant nonsyndromic deafness that has_material_basis_in heterozygous mutation in the COL11A1 gene on chromosome 1p21.1.
DOID:0070602,autosomal dominant nonsyndromic deafness 80,An autosomal dominant nonsyndromic deafness characterized by congenital deafness associated with absent or malformed cochleae and eighth cranial nerves that has_material_basis_in heterozygous mutation in the GREB1L gene on chromosome 18q11.
DOID:0070603,autosomal dominant nonsyndromic deafness 82,An autosomal dominant nonsyndromic deafness characterized by onset of rapidly progressive bilateral sensorineural hearing loss usually early in the first decade that has_material_basis_in heterozygous mutation in the ATP2B2 gene on chromosome 3p25.1.
DOID:0070604,autosomal dominant nonsyndromic deafness 84,"An autosomal dominant nonsyndromic deafness characterized by bilateral, progressive sensorineural hearing loss with variable onset and audiogram shape that has_material_basis_in heterozygous mutation in the ATP11A gene on chromosome 13q34."
DOID:0070605,autosomal dominant nonsyndromic deafness 85,An autosomal dominant nonsyndromic deafness that has_material_basis_in heterozygous mutation in the USP48 gene on chromosome 1p36.
DOID:0070606,autosomal dominant nonsyndromic deafness 87,"An autosomal dominant nonsyndromic deafness characterized by prelingual profound sensorineural hearing loss with inner ear anomalies, including cochlear maldevelopment, absence of the osseous spiral lamina, and/or an enlarged vestibular aqueduct that has_material_basis_in heterozygous mutation in the PI4KB gene on chromosome 1q21."
DOID:0070607,autosomal dominant nonsyndromic deafness 90,An autosomal dominant nonsyndromic deafness that has_material_basis_in heterozygous mutation in the MYO3A gene on chromosome 10p12.
DOID:0070608,autosomal dominant nonsyndromic deafness 81,An autosomal dominant nonsyndromic deafness that has_material_basis_in heterozygous mutation in the ELMOD3 gene on chromosome 2p11.
DOID:0070609,autosomal dominant nonsyndromic deafness 83,An autosomal dominant nonsyndromic deafness that has_material_basis_in heterozygous mutation in the MAP1B gene on chromosome 5q13.
DOID:0070610,autosomal dominant nonsyndromic deafness 86,An autosomal dominant nonsyndromic deafness characterized by late-onset progressive hearing loss through p53-mediated hair cell apoptosis that has_material_basis_in heterozygous mutation in the THOC1 gene on chromosome 18p11.
DOID:0070611,autosomal dominant nonsyndromic deafness 88,An autosomal dominant nonsyndromic deafness characterized by postlingual progressive severe sensorineural hearing loss with tinnitus that has_material_basis_in heterozygous mutation in the EPHA10 gene on chromosome 1p34.
DOID:0070612,autosomal dominant nonsyndromic deafness 89,An autosomal dominant nonsyndromic deafness that has_material_basis_in heterozygous mutation in the ATOH1 gene on chromosome 4q22.
DOID:0070613,familial renal glucosuria,"A renal glycosuria that has_material_basis_in homozygous, compound heterozygous, or heterozygous mutation in the SLC5A2 gene on chromosome 16p11.2."
DOID:0070614,chromosome 11 partial duplication syndrome,A chromosomal duplication syndrome that has_material_basis_in one or more extra copies of a region of chromosome 11.
DOID:0070615,"autoinflammation, antibody deficiency, and immune dysregulation syndrome","An autoimmune disease characterized by recurrent blistering skin lesions with a dense inflammatory infiltrate and variable involvement of other tissues, including joints, the eye, and the gastrointestinal tract that has_material_basis in heterozygous mutation in PLCG2 on chromosome 16q23."
DOID:0070616,glycine encephalopathy 1,"A glycine encephalopathy that has_material_basis_in homozygous or compound heterozygous mutation in the GLDC gene, a member of the mitochondrial glycine cleavage system that encodes the P protein, on chromosome 9p24."
DOID:0070617,rhabdoid tumor predisposition syndrome,"A syndrome characterized by a markedly increased risk for the development of rhabdoid tumors, rare and highly aggressive malignant tumors occurring in almost any anatomical location predominantly in infants and young children."
DOID:0070618,rhabdoid tumor predisposition syndrome 1,A rhabdoid tumor predisposition syndrome that has_material_basis_in heterozygous germline mutation in the SMARCB1 gene on chromosome 22q11.
DOID:0070619,mitochondrial trifunctional protein deficiency 1,"A mitochondrial trifunctional protein deficiency that has_material_basis_in homozygous or compound heterozygous mutation in the HADHA gene, the alpha subunit of the mitochondrial trifunctional protein, on chromosome 2p23.3."
DOID:0070620,ring chromosome syndrome,A chromosomal disease that has_material_basis_in chromosome fusion into a ring or ring-like structure. Ring chromosome syndrome phenotypes are inherently variable.
DOID:0070621,ring chromosome 14 syndrome,"A ring chromosome syndrome characterized by early-onset epilepsy, developmental delay with mental retardation and poor speech, microcephaly, and dysmorphic facial features that has_material_basis_in chromosome 14 fusion into a ring or ring-like structure."
DOID:0070622,ring chromosome 20 syndrome,"A ring chromosome syndrome characterized by recognizable epileptic phenotype with typical EEG pattern, intellectual disability manifesting after seizure onset in otherwise normally developing children, and behavioral changes that has_material_basis_in chromosome 20 fusion into a ring or ring-like structure."
DOID:0070623,B-lymphoblastic leukemia with MEF2D rearrangement,A B-lymphoblastic leukemia/lymphoma associated with MEF2D gene rearrangement.
DOID:0070624,B-lymphoblastic leukemia with MYC rearrangement,A B-lymphoblastic leukemia/lymphoma associated with MYC gene rearrangement.
DOID:0070625,B-lymphoblastic leukemia with NUTM1 rearrangement,A B-lymphoblastic leukemia/lymphoma associated with NUTM1 gene rearrangement.
DOID:0070626,B-lymphoblastic leukemia with PAX5alt,"A B-lymphoblastic leukemia/lymphoma associated with PAX5 gene alteration, including rearrangements, point mutations, and intragenic lesions."
DOID:0070627,B-lymphoblastic leukemia with TCF3-HLF fusion,A B-lymphoblastic leukemia/lymphoma associated with TCF3-HLF gene rearrangement.
DOID:0070628,B-lymphoblastic leukemia with ZNF384 rearrangement,A B-lymphoblastic leukemia/lymphoma associated with ZNF384 gene rearrangement.
DOID:0070629,acute myeloid leukemia with CBFA2T3-GLIS2 fusion,An acute myeloid leukemia associated with CBFA2T3-GLIS2 chimeric oncogene.
DOID:0070630,acute myeloid leukemia with KAT6A-CREBBP fusion,An acute myeloid leukemia associated with KAT6A-CREBBP gene fusion.
DOID:0070631,acute myeloid leukemia with FUS-ERG fusion,An acute myeloid leukemia associated with FUS-ERG gene fusion.
DOID:0070632,acute myeloid leukemia with MNX1-ETV6 fusion,An acute myeloid leukemia associated with MXN1-ETV6 gene fusion.
DOID:0070633,acute myeloid leukemia with NPM1-MLF1 fusion,An acute myeloid leukemia associated with NPM1-MLF1 gene fusion.
DOID:0081399,autosomal dominant distal hereditary motor neuronopathy 10,An autosomal dominant distal hereditary motor neuronopathy that is characterized clinically by length-dependent motor neuropathy primarily affecting the lower limbs and that has_material_basis_in heterozygous mutation in the EMILIN1 gene on chromosome 2p23.
DOID:0081400,autosomal dominant distal hereditary motor neuronopathy 11,"An autosomal dominant distal hereditary motor neuronopathy that is characterized by juvenile or young-adult onset of distal limb muscle weakness and atrophy mainly affecting the lower limbs, resulting in gait instability and walking difficulties and that has_material_basis_in heterozygous mutation in the SPTAN1 gene on chromosome 9q34."
DOID:0081401,autosomal dominant distal hereditary motor neuronopathy 13,"An autosomal dominant distal hereditary motor neuronopathy that is characterized by distal muscle weakness and atrophy affecting both the upper and lower limbs, resulting in difficulty walking and poor fine hand motor skills and that has_material_basis_in heterozygous mutation in the BSCL2 gene on chromosome 11q12."
DOID:0081402,sarcoma with BCOR genetic alterations,A small cell sarcoma that is characterized by the presence of small round or elongated malignant cells with a small amount of cytoplasm and the presence of BCOR genetic alterations.
DOID:0081403,BCOR ITD sarcoma,A sarcoma with BCOR genetic alterations that is characterized by the presence of BCOR internal tandem duplication.
DOID:0081404,BCOR-CCNB3 sarcoma,A sarcoma with BCOR genetic alterations that is characterized by the presence of BCOR-CCNB3 fusion gene.
DOID:0081405,childhood sarcoma with BCOR genetic alterations,A sarcoma with BCOR genetic alterations that occurs during childhood.
DOID:0081406,round cell sarcoma with EWSR1-non-ETS fusion,A small cell sarcoma that is characterized by the presence of EWSR1 or FUS fusions involving partners unrelated to the ETS gene family.
DOID:0081407,childhood round cell sarcoma with EWSR1-non-ETS fusion,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by EWSR1-non-ETS fusion that occurs during childhood.
DOID:0081408,round cell sarcoma with EWSR1-NFATC2 gene fusion,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by the presence of EWSR1-NFATC2 gene fusion.
DOID:0081409,round cell sarcoma with EWSR1-PATZ1 gene fusion,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by the presence of EWSR1-PATZ1 gene fusion.
DOID:0081410,round cell sarcoma with FUS-NFATC2 gene fusion,A round cell sarcoma with EWSR1-non-ETS fusion that is characterized by the presence of FUS-NFATC2 gene fusion.
DOID:0081411,B-lymphoblastic leukemia with PAX5 p.P80R,A B-lymphoblastic leukemia/lymphoma that is associated with PAX5 P80R mutation.
DOID:0081412,B-lymphoblastic leukemia with DUX4 rearrangement,A B lymphoblastic leukemia/lymphoma that is associated with DUX4 gene rearrangement.
DOID:0081413,renal cell carcinoma with MiT translocations,"A renal cell carcinoma that is characterized by papillary, alveolar and nested growth patterns with clear and eosinophilic cells and that is associated with translocations/gene fusions involving members of the MiT family of transcription factors."
DOID:0081414,TFEB-rearranged renal cell carcinoma,"A renal cell carcinoma with MiT translocations that is characterized by the presence of the chromosomal translocation t(6;11) which fuses the TFEB transcription factor gene, located on chromosome 6, with the MALAT1 gene, located on chromosome 11."
DOID:0081415,TFE3-rearranged renal cell carcinoma,A renal cell carcinoma with MiT translocations that is characterized by the presence of different translocations involving the chromosome Xp11.2 and that result in the creation of gene fusions involving the TFE3 gene.
DOID:0081416,childhood renal cell carcinoma with MiT translocations,A renal cell carcinoma with MiT translocations that is characterized by a TFE3 or TFEB-rearranged renal cell carcinoma that occurs during childhood.
DOID:0081417,poorly differentiated chordoma,A chordoma that is characterized by loss of SMARCB1 expression and that is composed of sheets or nests of malignant epithelioid cells with abundant eosinophilic cytoplasm.
DOID:0081418,anaplastic sarcoma of the kidney,"A kidney sarcoma that is characterized by a proliferation of anaplastic spindle cells with bizarre, pleomorphic nuclei and atypical mitotic figures."
DOID:0081419,childhood-onset dystonia with optic atrophy and basal ganglia abnormalities,A dystonia that is characterized by characterized by onset of involuntary movements in the first decade of life and that has_material_basis_in homozygous or compound heterozygous mutation in the MECR gene on chromosome 1p35.  Optic atrophy develops around the same time or slightly later.
DOID:0081420,familial focal epilepsy with variable foci,"A focal epilepsy that is characterized by focal seizures, with seizure onset in a discrete area of the brain including the temporal, frontal, parietal, and occipital lobes, with focal seizures arising from different cortical regions in different family members."
DOID:0081421,familial focal epilepsy with variable foci 1,A familial focal epilepsy with variable foci that is characterized by focal seizures arising from different cortical regions in different family members and that has_material_basis_in heterozygous mutation in the DEPDC5 gene on chromosome 22q12.
DOID:0081422,familial focal epilepsy with variable foci 2,A familial focal epilepsy with variable foci that has_material_basis_in  heterozygous mutation in the NPRL2 gene on chromosome 3p21.
DOID:0081423,familial focal epilepsy with variable foci 3,A familial focal epilepsy with variable foci that has_material_basis_in  heterozygous mutation in the NPRL3 gene on chromosome 16p13.
DOID:0081424,familial focal epilepsy with variable foci 4,A familial focal epilepsy with variable foci that is characterized by onset of focal seizures in the first years of life and that has_material_basis_in heterozygous mutation in the SCN3A gene on chromosome 2q24.
DOID:0081425,autosomal recessive distal hereditary motor neuronopathy 6,An autosomal recessive distal hereditary motor neuronopathy characterized by onset of distal muscle weakness in early infancy and that has_material_basis_in homozygous mutation in the REEP1 gene on chromosome 2p11.
DOID:0081426,autosomal recessive distal hereditary motor neuronopathy 7,An autosomal recessive distal hereditary motor neuronopathy characterized by onset of lower leg weakness in the first decade and that has_material_basis_in homozygous or compound heterozygous mutation in the VWA1 gene on chromosome 1p36.
DOID:0081427,autosomal recessive distal hereditary motor neuronopathy 8,An autosomal recessive distal hereditary motor neuronopathy characterized by onset of distal muscle weakness mainly affecting the lower limbs and resulting in difficulty walking and that has_material_basis_in homozygous or compound heterozygous mutation in the SORD gene on chromosome 15q21.
DOID:0081428,autosomal recessive distal hereditary motor neuronopathy 9,"An autosomal recessive distal hereditary motor neuronopathy characterized by  juvenile onset of distal muscle weakness and atrophy, resulting in gait difficulties and that has_material_basis_in homozygous or compound heterozygous mutation in the COQ7 gene on chromosome 16p12."
DOID:0081429,autosomal recessive distal hereditary motor neuronopathy 10,An autosomal recessive distal hereditary motor neuronopathy characterized by distal muscle weakness and atrophy predominantly affecting the lower limbs and resulting in gait abnormalities and that has_material_basis_in homozygous or compound heterozygous mutation in the VRK1 gene on chromosome 14q32.
DOID:0081430,"intellectual developmental disorder with autistic features and language delay, with or without seizures","An autosomal dominant intellectual developmental disorder that is characterized by global developmental delay, variable intellectual disability, impaired speech development, and behavioral abnormalities, most commonly on the autism spectrum and that has_material_basis_in heterozygous mutation in the TANC2 gene on chromosome 17q23."
DOID:0081431,"microcephaly, short stature, and limb abnormalities","An osteochondrodysplasia that is characterized by intrauterine growth retardation, microcephaly, variable short stature, and limb abnormalities mainly affecting the upper limb and radial ray and that has_material_basis_in homozygous or compound heterozygous mutation in the DONSON gene on chromosome 21q22. Biallelic mutation in the DONSON gene can also cause microcephaly-micromelia syndrome, a more severe disorder that usually results in intrauterine or perinatal death."
DOID:0081432,microcephaly-micromelia syndrome,"A syndrome that is characterized by intrauterine growth retardation (IUGR), marked microcephaly, craniosynostosis, and severe malformation of the limbs, especially the arms and that has_material_basis_in homozygous mutation in the DONSON gene on chromosome 21q22. Biallelic mutation in the DONSON gene can also cause microcephaly, short stature, and limb abnormalities, a less severe disorder."
